Product Name,Brand,Category,Company,Purchase Price,Cost Price,Retail Price,Wholesale Price,Dealer Price,Boxes per Carton,Stock Quantity,Min Stock Level,SKU,Barcode,Description
Imlii Notty Candy Box Rs.2 (75-Piece),,candy,Gibs Gold,"2,554",,2750,2584,2554,24,30,,,,
My Heart Fruity Flv. Candy Box Rs.5,,candy,Gibs Gold,"2,530",,2900,2750,2530,24,0,,,,
Hot Chilli & Imlee Candy Box Rs.5,,candy,Gibs Gold,"2,530",,2900,2750,2530,24,0,,,,
Hot Chilli & Imlee Candy JAR Rs.5,,candy,Gibs Gold,"2,110",,2280,2160,2110,12,0,,,,
Choran Chatpati Candy Jar Rs.5 (52-Piece),,candy,Gibs Gold,"2,110",,2280,2160,2110,12,0,,,,
Dairy Gold Butter Candy Jar Rs.5 (52-Piece),,candy,Gibs Gold,"2,110",,2280,2160,2110,12,0,,,,
Golden Khopra Candy Jar Rs.5 (52-Piece),,candy,Gibs Gold,"2,110",,2280,2160,2110,12,0,,,,
Mango Plus Candy Jar Rs.5 (52-Piece),,candy,Gibs Gold,"2,110",,2280,2160,2110,12,0,,,,
Mint Drops Candy Jar Rs.5 (52-Piece),,candy,Gibs Gold,"2,110",,2280,2160,2110,12,0,,,,
Lemon King Sandwich Rs20,,Biscuit,Donal,"2,314",,2430,2360,2314,18,0,,,,
Classic Egg Milk Rs.20,,Biscuit,Donal,"2,314",,2430,2360,2314,18,0,,,,
Peanut Pista Biscuits Rs. 50,,Biscuit,Donal,"1,834",,1980,1900,1834,48,0,,,,
Milkish TP Rs.10,,Biscuit,Donal,"2,170",,2280,2280,2170,18,0,,,,
Banana King Sandwich (16-Pack) Rs. 10,,Biscuit,Donal,"2,314",,2430,2360,2314,18,0,,,,
Classic Egg Milk Rs.10,,Biscuit,Donal,"2,314",,2430,2360,2314,18,0,,,,
Choco Peanut (16-Pack),,Biscuit,Donal,"2,314",,2430,2360,2314,18,30,,,,
Coconut Cookies Rs10,,Biscuit,Donal,"2,314",,2430,2360,2314,18,0,,,,
Gale Egg Rs.10 (16-Pack),,Biscuit,Donal,"2,314",,2430,2360,2314,18,0,,,,
Golden Zeera (16-Pack),,Biscuit,Donal,"2,314",,2430,2360,2314,18,30,,,,
Jam-in Rs.10 (16-Pack),,Biscuit,Donal,"2,314",,2430,2360,2314,18,50,,,,
Lemon King Rs.10 (16-Pack),,Biscuit,Donal,"2,314",,2430,2360,2314,18,0,,,,
Peanut Pista Rs. 10,,Biscuit,Donal,"2,314",,2430,2360,2314,18,50,,,,
Rainbow Cookies Rs.10,,Biscuit,Donal,"2,314",,2430,2360,2314,18,50,,,,
Soober Cookies Rs.10,,Biscuit,Donal,"2,314",,2430,2360,2314,18,0,,,,
Butter Mini Cookies Rs.10,,Biscuit,Donal,"2,290",,2380,2320,2290,12,0,,,,
ChipTrip Mini Cookies Rs.10,,Biscuit,Donal,"2,290",,2380,2320,2290,12,40,,,,
Gale Egg Rs.5 (30-Pack),,Biscuit,Donal,"2,260",,2280,2280,2260,18,0,,,,
Milkish Rs.5,,Biscuit,Donal,"2,260",,2280,2280,2260,18,0,,,,
Peanut Pista Rs.5,,Biscuit,Donal,"2,260",,2280,2280,2260,18,0,,,,
Reoo Strawberry / Van. Rs.5,,Biscuit,Donal,"2,260",,2280,2280,2260,18,0,,,,
Mini Me Strawberry Rs.5,,Biscuit,Donal,"1,738",,1800,1768,1738,18,0,,,,
Mini Me Chocolate Rs.5,,Biscuit,Donal,"1,738",,1800,1768,1738,18,0,,,,
Choco Crust Wafer Rs.10,,Chocolate,Donal,"2,938",,3040,3040,3010,24,0,,,,
Dream Choc. Rs.10,,Chocolate,Donal,"3,430",,3520,3460,3430,18,0,,,,
Peanut Droo 3in1 Rs.10(24-Pcs),,Chocolate,Donal,"3,430",,3520,3460,3430,18,0,,,,
Koket Chocolate Coconut Rs.5,,Chocolate,Donal,"1,738",,1800,1800,1738,18,0,,,,
Nutto Chocolate Rs.5,,Chocolate,Donal,"2,170",,2214,2200,2170,18,0,,,,
Milk Delight Chocolate Rs.10,,Chocolate,Donal,"3,610",,3690,3640,3610,18,0,,,,
Coin Chocolate Jar Rs.10,,Chocolate,Donal,"4,810",,,,4810,12,,,,,
Fruity Jelly Cone Jar Rs.5,,Jelly,Donal,"2,890",,2950,2920,2890,12,0,,,,
Cup Jelly Mix Fruit Jar Rs10,,Jelly,Donal,"2,890",,2950,2920,2890,12,0,,,,
Lovely Heart Jelly Jar Rs.5,,Jelly,Donal,"2,950",,3000,2980,2950,12,0,,,,
Choco Treat Coated Cereal Bar Rs. 10,,CEREAL RANGE,Donal,"3,430",,3520,3460,3430,18,0,,,,
Balisto Choc.Coated Bar Rs.5,,CEREAL RANGE,Donal,"3,430",,3520,3460,3430,18,0,,,,
Donut Milky Oats Rs.10,,CEREAL RANGE,Donal,"3,340",,3520,3460,3340,18,0,,,,
Soober SP Rs.40,,Biscuit,Donal,"3,082",,,,3082,1,,,,,
Peach Tasties Wafer Rs.10,,Wafers,Donal,"2,206",,2280,2260,2206,18,0,,,,
Wafer Banana Rs.10,,Wafers,Donal,"2,206",,2280,2260,2206,18,0,,,,
Rock N Roll Stb & Choc Wafer Rs. 5,,Wafers,Donal,"2,770",,3000,2880,2770,12,0,,,,
Stix Choc.Wafer Rolli Rs.10,,Wafers,Donal,"2,134",,2250,2180,2134,18,0,,,,
Banana Cream Paste Rs.5,,Chocolate,Donal,"2,842",,2950,2900,2842,24,0,,,,
Mango Cream Paste Rs.5,,Chocolate,Donal,"2,842",,2950,2900,2842,24,0,,,,
Football Choco Jar Rs.2,,Chocolate,Donal,"4,600",,4680,4650,4600,18,0,,,,
Lush Choc. Paste Box Rs.5,,Chocolate,Donal,"2,842",,2950,2900,2842,24,0,,,,
Fun Dip Banana Cup Rs.5,,Chocolate,Donal,"3,130",,3180,3160,3130,12,0,,,,
Fun Dip Mango Cup Rs.5,,Chocolate,Donal,"3,130",,3180,3160,3130,12,0,,,,
Koko Masti Choc. Rs.5,,Chocolate,Donal,"3,664",,3710,3700,3664,18,0,,,,
Koko Masti Strawberry Rs.5,,Chocolate,Donal,"3,664",,3710,3700,3664,18,0,,,,
Fishu Big Choco Sticks Rs.10,,Chocolate,Donal,"2,890",,2950,2920,2890,18,50,,,,
Fishu Choco Sticks Rs.5(40-P),,Chocolate,Donal,"3,070",,3120,3100,3070,18,50,,,,
Milko Masti Milk Cream Rs.5,,Chocolate,Donal,"2,842",,2950,2900,2842,24,0,,,,
Football Choco JAR Rs.5,,Chocolate,Donal,"4,330",,4500,4400,4330,18,0,,,,
Smart Egg Box Rs.5,,Chocolate,Donal,"2,890",,2950,2920,2890,12,0,,,,
Super Sports Car Choc Rs.5,,Chocolate,Donal,"2,890",,2950,2920,2890,12,20,,,,
Cute Cartoon Banana Rs.5,,Chocolate,Donal,"2,890",,2950,2920,2890,12,0,,,,
Fun Dip Chocolate Cup R.5,,Chocolate,Donal,"3,130",,3180,3160,3130,12,0,,,,
Cookie Cone Box Rs.10,,Cone,Donal,"3,340",,3480,3460,3340,18,0,,,,
Badami Cone Box Rs.10,,Cone,Donal,"3,340",,3480,3460,3340,18,20,,,,
Mango Mini Cone Box R.5,,Cone,Donal,"2,650",,2700,2680,2650,12,0,,,,
Best Nimko Rs.10,,Nimko,Donal,"2,134",,2200,2164,2134,18,0,,,,
Funpara Nimko Mix Rs.10,,Nimko,Donal,"1,810",,1920,1850,1810,12,0,,,,
Papri Chaska Thelli Rs.10,,Nimko,Donal,"2,110",,2232,2200,2110,24,0,,,,
Spicy Tikka Nimko Rs10,,Nimko,Donal,"2,800",,2880,2850,2800,18,0,,,,
Crunch Nimko Rs.5(30-Pack),,Nimko,Donal,"2,134",,2200,2164,2134,18,10,,,,
Chicken Paray Rs.5 (30-Pcs),,Nimko,Donal,"1,990",,2160,2100,1990,18,0,,,,
Nimoo Paray Rs.5 (30-Pcs),,Nimko,Donal,"1,990",,2160,2100,1990,18,0,,,,
Potato Sticks Rs.10,,Chips,Donal,"2,170",,2250,2200,2170,18,0,,,,
Dilpop Fruity Lolly Box Rs.5,,Lollypop,Donal,"2,224",,2280,2260,2224,18,0,,,,
Kulfi Strawberry Lollypop Rs5,,Lollypop,Donal,"2,224",,2280,2260,2224,18,30,,,,
Rose Mirchi Lolly Pop Rs.5,,Lollypop,Donal,"2,224",,2280,2260,2224,18,30,,,,
Spark Lolly Pop Rs.5,,Lollypop,Donal,"2,224",,2280,2260,2224,18,0,,,,
Two-2 Cone Pop Lolly Rs.5,,Lollypop,Donal,"2,224",,2280,2260,2224,18,0,,,,
Eyepop Blueberry Box Rs.5,,Lollypop,Donal,"2,398",,2480,2430,2398,12,0,,,,
Eyepop Orange Box Rs.5,,Lollypop,Donal,"2,398",,2480,2430,2398,12,0,,,,
Éclairs Toffee Re.1 Box,,Toffee,Donal,"3,010",,3064,3040,3010,24,60,,,,
Kulfa Toffee Re.1,,Toffee,Donal,"3,010",,3064,3040,3010,24,30,,,,
Eclairs Cml.Toffee Jar Rs5,,Toffee,Donal,"2,710",,2880,2750,2710,12,0,,,,
Twix Coconut & Choc Rs.5,,Toffee,Donal,"2,530",,2900,2650,2530,24,0,,,,
Makhan Badami Rs.5,,Toffee,Donal,"3,010",,3070,3040,3010,24,0,,,,
Khopra Toffee Box Rs.10,,Toffee,Donal,"3,340",,3510,3460,3340,18,0,,,,
Mobile Choc. Beans Rs.5,,Beans,Donal,"3,034",,3070,3064,3034,18,0,,,,
Choco Bite Beans Rs.5,,Beans,Donal,"3,034",,3070,3064,3034,18,0,,,,
Choco Bite Beans Rs.10,,Beans,Donal,"2,880",,2950,2920,2880,24,2,,,,
Butter Original Candy JAR Rs. 5,,candy,Donal,"2,110",,2220,2160,2110,12,0,,,,
Makhni Butter Candy Box Rs. 5,,candy,Donal,"2,530",,2900,2650,2530,24,0,,,,
Peanut Delight Candy Box Rs. 5,,candy,Donal,"2,530",,2900,2650,2530,24,0,,,,
Teddie Bear Candy Box Rs. 5,,candy,Donal,"2,530",,2900,2650,2530,24,0,,,,
Lemon Candy Box Rs.2,,candy,Donal,"2,554",,2750,2584,2554,24,20,,,,
Pulse Candy Box Rs.2,,candy,Donal,"2,554",,2750,2584,2554,24,0,,,,
Amrood Maza Candy Re.1,,candy,Donal,"2,986",,3060,3016,2986,24,30,,,,
Chat Pat Candy Box Re.1,,candy,Donal,"2,986",,3060,3016,2986,24,30,,,,
Energy Candy Box Re.1,,candy,Donal,"2,986",,3060,3016,2986,24,0,,,,
Fantaz Candy Box Re.1,,candy,Donal,"2,986",,3060,3016,2986,24,0,,,,
Fine Ever Candy Re.1,,candy,Donal,"2,986",,3060,3016,2986,24,0,,,,
Hofit Drops Candy Re.1,,candy,Donal,"2,986",,3060,3016,2986,24,0,,,,
Imli Mix Candy Re.1,,candy,Donal,"2,986",,3060,3016,2986,24,30,,,,
Khopra Special Candy Re.1,,candy,Donal,"2,986",,3060,3016,2986,24,20,,,,
Mango Splaish Candy Box Rs. 1,,candy,Donal,"2,986",,3060,3016,2986,24,30,,,,
Mixery Strawberry Candy Re.1,,candy,Donal,"2,986",,3060,3016,2986,24,20,,,,
Pan Maza Candy Box Rs. 5,,candy,Donal,"2,986",,3060,3016,2986,24,20,,,,
Sherbat Candy Re.1,,candy,Donal,"2,986",,3060,3016,2986,24,0,,,,
Vita White Candy Re.1,,candy,Donal,"2,986",,3060,3016,2986,24,0,,,,
Boomer Elaichi Bubble Rs.5,,Bubble,Donal,"2,194",,2280,2250,2194,12,5,,,,
Foot Balls Bubble Box Rs.5,,Bubble,Donal,"2,194",,2280,2250,2194,12,0,,,,
Boomz Orange Rs.2,,Bubble,Donal,"2,890",,2980,2920,2890,24,0,,,,
Boomz Banana Rs.2,,Bubble,Donal,"2,890",,2980,2920,2890,24,0,,,,
Magic Football Bubble Jar Rs.5,,Bubble,Donal,"2,890",,2980,2920,2890,12,0,,,,
Snopper Soft Cake Rs.20,,CAKE RANGE,Donal,"3,430",,3520,3480,3430,18,0,,,,
Swiss Roll Stb. & Vanila Rs.20,,CAKE RANGE,Donal,"2,230",,2280,2250,2230,12,0,,,,
Slice Cake Plain Rs.20,,CAKE RANGE,Donal,"2,314",,2380,2350,2314,18,0,,,,
Sweet Cake Plain Rs.10,,CAKE RANGE,Donal,"3,610",,3680,3640,3610,18,0,,,,
Heart Brownies Choc.Cake Rs.10,,CAKE RANGE,Donal,"3,610",,3680,3640,3610,18,200,,,,
Heart Plain Cake Rs.10,,CAKE RANGE,Donal,"3,610",,3680,3640,3610,18,50,,,,
Swiss Chiproll Choco. Rs.10,,CAKE RANGE,Donal,"3,466",,3580,3496,3466,18,10,,,,
Swiss Strawberry Rs.10,,CAKE RANGE,Donal,"3,466",,3580,3496,3466,18,0,,,,
Oh-Yes Choc.Strawberry Cake Rs. 10,,CAKE RANGE,Donal,"3,466",,3580,3496,3466,18,0,,,,
Soft Cake Strawberry Rs. 5,,CAKE RANGE,Donal,"2,224",,2280,2254,2224,18,0,,,,
Zombizz Apple / Lemon Chew Rs.10,,Chew range,Donal,"2,890",,3000,2920,2890,18,0,,,,
Zombizz Blueberry Chew Rs.10,,Chew range,Donal,"2,890",,3000,2920,2890,18,0,,,,
Mellow Joy Mango Marshmallow,,MARSHMALLOW RANGE,Donal,"3,250",,3480,3380,3250,18,0,,,,
Peanut Pista Rs.10,,Biscuit,Soney,"2,314",,2430,2360,2314,18,50,,,,
Choco Choco Rs.10 (16-Pcs),,Biscuit,Soney,"2,314",,2430,2360,2314,18,30,,,,
Crazy Mix Rs.10,,Biscuit,Soney,"2,314",,2430,2360,2314,18,0,,,,
Pine Apple Cookies Rs.10,,Biscuit,Soney,"2,314",,2430,2360,2314,18,0,,,,
Snoober Rs.10 (16-Pcs),,Biscuit,Soney,"2,314",,2430,2360,2314,18,0,,,,
Coconut Cookies Rs.5,,Biscuit,Soney,"2,260",,2300,2280,2260,18,0,,,,
Double Taste Rs.5,,Biscuit,Soney,"2,260",,2300,2280,2260,18,0,,,,
Due Strawberry Vanilla Rs.30,,Biscuit,Soney,"2,314",,,,2314,1,0,,,,
Supreme SP Rs.40,,Biscuit,Soney,"3,082",,,,3082,1,0,,,,
Football Choco Jar Rs.2 New,,Biscuit,Soney,"4,600",,,,4600,18,0,,,,
Lush Choc. Paste Box Rs.5,,Chocolate,Soney,"2,842",,2950,2920,2842,24,0,,,,
Koko Masti Choc. Rs.5,,Chocolate,Soney,"3,664",,3780,3690,3664,18,0,,,,
Koko Masti Strawberry Rs.5,,Chocolate,Soney,"3,664",,3780,3690,3664,18,0,,,,
Fishu Big Choco Sticks Rs.10,,Chocolate,Soney,"2,890",,2980,2920,2890,18,0,,,,
Fishu Choco Sticks Rs.5(40-P),,Chocolate,Soney,"3,070",,3140,3100,3070,18,30,,,,
Milko Masti Milk Cream Rs.5,,Chocolate,Soney,"2,842",,2950,2920,2842,24,0,,,,
Football Chocolate JAR Rs.5,,Chocolate,Soney,"4,330",,4500,4400,4330,18,0,,,,
Cute Cartoon Strawberry Rs5,,Chocolate,Soney,"2,890",,2980,2920,2890,12,10,,,,
Racing Car Chocolate Rs.5,,Chocolate,Soney,"2,890",,2980,2920,2890,12,10,,,,
Smart Egg Box Rs.5,,Chocolate,Soney,"2,890",,2980,2920,2890,12,0,,,,
Choco Truck ChocolateTube Rs10,,Chocolate,Soney,"3,664",,3710,3694,3664,18,10,,,,
Choco Truck StrawberryTube Rs10,,Chocolate,Soney,"3,664",,3710,3694,3664,18,10,,,,
Badami Cone Box Rs.10,,Cone,Soney,"3,340",,3510,3460,3340,18,10,,,,
Pista Cone Box Rs.10,,Cone,Soney,"3,340",,3510,3460,3340,18,10,,,,
Conex Orange Cone Rs.5,,Cone,Soney,"2,650",,2720,2680,2650,12,0,,,,
Choco Zoo Coated Biscuit Rs.10,,Chocolate,Soney,"3,430",,3520,3460,3430,18,20,,,,
Choco Delight Sandwich Rs.10,,Chocolate,Soney,"3,430",,3520,3460,3430,18,0,,,,
Bisgood Choc.Rs.10(24-Packs),,Chocolate,Soney,"3,430",,3520,3460,3430,18,0,,,,
Spark Chocolate Wafer Rs.10,,Chocolate,Soney,"2,938",,3040,3040,3010,24,0,,,,
Koket Chocolate Coconut Rs.5,,Chocolate,Soney,"1,738",,1800,1760,1738,18,0,,,,
Milk Delight Chocolate Rs.10,,Chocolate,Soney,"3,610",,3680,3640,3610,18,0,,,,
Coin Chocolate Jar Rs.10,,Chocolate,Soney,"4,810",,4950,4850,4810,12,0,,,,
Classic Butter Makhan Rs.20,,Toffee,Soney,"2,314",,2430,2380,2314,18,0,,,,
Best Egg & Milk Rs.20,,Biscuit,Soney,"2,314",,2430,2360,2314,18,10,,,,
Crunch Nimko Rs.5 (30-Pcs),,Nimko,Soney,"2,134",,2214,2164,2134,18,20,,,,
Best Nimko Rs.10 (15-Pcs),,Nimko,Soney,"2,134",,2214,2164,2134,18,0,,,,
Chicken Paray Rs.5 (30-Pcs),,Nimko,Soney,"1,990",,2214,2160,1990,18,0,,,,
Nimoo Paray Rs.5 (30-Pcs),,Nimko,Soney,"1,990",,2214,2160,1990,18,0,,,,
Boomz Orange Rs.2,,Bubble,Soney,"2,890",,3000,2920,2890,24,0,,,,
Boomz Banana Rs.2,,Bubble,Soney,"2,890",,3000,2920,2890,24,0,,,,
Magic Football Bubble Jar Rs.5,,Bubble,Soney,"2,890",,3000,2920,2890,12,0,,,,
Hatric Bubble Rs.5,,Bubble,Soney,"2,254",,2340,2280,2254,12,20,,,,
Mobile Choc. Beans Rs.5,,Beans,Soney,"3,034",,3080,3064,3034,18,0,,,,
Smilez Beans Rs.5,,Beans,Soney,"3,034",,3080,3064,3034,18,0,,,,
Makhan Badami Rs.5,,Toffee,Soney,"3,010",,3080,3040,3010,24,0,,,,
Éclairs Toffee Re.1 Box,,Toffee,Soney,"3,010",,3080,3040,3010,24,30,,,,
Kulfa Toffee Re.1,,Toffee,Soney,"3,010",,3080,3040,3010,24,20,,,,
Amrood Maza Candy Box Re.1,,candy,Soney,"2,986",,3060,3016,2986,24,20,,,,
Cow Milk Soft Candy Box,,candy,Soney,"2,986",,3060,3016,2986,24,20,,,,
Energy Candy Box,,candy,Soney,"2,986",,3060,3016,2986,24,20,,,,
Fast Kino Candy Box,,candy,Soney,"2,986",,3060,3016,2986,24,20,,,,
Fine Ever Candy Box Re.1,,candy,Soney,"2,986",,3060,3016,2986,24,20,,,,
Hofit Drops Candy (150-Piece),,candy,Soney,"2,986",,3060,3016,2986,24,20,,,,
Khopra Special (150-Piece),,candy,Soney,"2,986",,3060,3016,2986,24,20,,,,
Mango Splaish (150-Piece),,candy,Soney,"2,986",,3060,3016,2986,24,20,,,,
Mixery Strawberry Candy Re.1,,candy,Soney,"2,986",,3060,3016,2986,24,20,,,,
Pan Maza Candy (150-Piece),,candy,Soney,"2,986",,3060,3016,2986,24,20,,,,
Sherbat Candy (150-Piece),,candy,Soney,"2,986",,3060,3016,2986,24,20,,,,
Vita White Candy (150-Piece),,candy,Soney,"2,986",,3060,3016,2986,24,20,,,,
Khaas Mix Nimko Rs.20,,Nimko,Soney,"2,230",,2280,2260,2230,12,0,,,,
Khaas Mix Nimko Rs.50,,Nimko,Soney,"2,770",,2880,2800,2770,12,0,,,,
Potato Sticks Rs.10,,Chips,Soney,"2,170",,2250,2200,2170,18,0,,,,
Rainbow Beans Packs Rs.5,,Beans,Soney,"2,650",,2950,2800,2650,24,0,,,,
Fruit Dip St.berry Cream Rs.5,,Chocolate,Soney,"3,130",,3180,3160,3130,12,0,,,,
Superb Soft Cake Rs.20,,CAKE RANGE,Soney,"3,430",,3520,3480,3430,18,0,,,,
Breaktime Plain Cake Rs.20,,CAKE RANGE,Soney,"2,314",,2380,2350,2314,18,0,,,,
Donut Strawberry Cake Rs.10,,CAKE RANGE,Soney,"3,664",,3694,3694,3664,18,0,,,,
Float Chocolate Cake Rs.10,,CAKE RANGE,Soney,"2,170",,2214,2200,2170,18,0,,,,
Crown Chocolate Sandwich R5,,Biscuit,Soney,"2,260",,2300,2280,2260,18,0,,,,
Gold Egg Biscuit Rs.5 (30-Pack),,Biscuit,Soney,"2,260",,2300,2280,2260,18,0,,,,
Krem-o Stb. Rs.5 (30-Pack),,Biscuit,Soney,"2,260",,2300,2280,2260,18,0,,,,
Short Cake Rs.5,,Biscuit,Soney,"2,260",,2300,2280,2260,18,0,,,,
Snober Cookies TP Rs.5,,Biscuit,Soney,"2,260",,2300,2280,2260,18,0,,,,
Vevo Strawberry TP Rs.5,,Biscuit,Soney,"2,260",,2300,2280,2260,18,0,,,,
Gold Egg Bisc Rs.10 (12-Pack),,Biscuit,Soney,"2,314",,2430,2360,2314,24,0,,,,
Magic Jam Sandwich Rs.10,,Biscuit,Soney,"2,314",,2430,2360,2314,18,60,,,,
Mango Fun Sandwich Rs.10,,Biscuit,Soney,"2,314",,2430,2360,2314,18,60,,,,
Best Chocolate Cookies Rs.10,,Biscuit,Soney,"2,350",,2430,2360,2350,18,20,,,,
Best Egg & Milk Cookies Rs.10,,Biscuit,Soney,"2,314",,2430,2360,2314,18,20,,,,
Swizo Strawberry Roll Cake Rs. 10,,CAKE RANGE,Soney,"3,466",,3580,3496,3466,18,0,,,,
Break Time Plain Cake Rs. 10,,CAKE RANGE,Soney,"3,610",,3680,3640,3610,18,0,,,,
Kup Cake Strawberry Rs.10,,CAKE RANGE,Soney,"2,224",,2340,2264,2224,24,0,,,,
Classic Banana Cake Rs.5,,CAKE RANGE,Soney,"2,224",,2340,2264,2224,18,0,,,,
Classic Strawberry Cake Rs.5,,CAKE RANGE,Soney,"2,224",,2340,2264,2224,18,0,,,,
Badami Candy Box (30-P) Rs. 5,,candy,Soney,"2,890",,2950,2920,2890,24,0,,,,
Monster Chew Bar Rs.5,,Chew range,Soney,"1,690",,1800,1750,1690,24,0,,,,
Fantos Candy Rs.2,,candy,Soney,"2,554",,2750,2584,2554,24,10,,,,
Guava Candy Rs.2,,candy,Soney,"2,554",,2750,2584,2554,24,10,,,,
Buuter scotch candy Rs. 2,,candy,Soney,"2,554",,2750,2584,2554,24,0,,,,
Butterfull Candy Re.1,,candy,Soney,"2,986",,3070,3016,2986,24,20,,,,
Red Apple Candy Re.1,,candy,Soney,"2,986",,3070,3016,2986,24,20,,,,
Imli Candy Re.1,,candy,Soney,"2,986",,3070,3016,2986,24,20,,,,
Donut Pop Chocolate Box Rs.5,,Lollypop,Soney,"2,398",,2480,2430,2398,12,0,,,,
Jet Lollypop Box Rs.5,,Lollypop,Soney,"2,224",,2280,2254,2224,18,20,,,,
Kulfi Pista Lollypop Box Rs.5,,Lollypop,Soney,"2,224",,2280,2254,2224,18,30,,,,
Pop Light Lollypop Rs.5,,Lollypop,Soney,"2,224",,2280,2254,2224,18,20,,,,
Panda Lollypop Rs.5 Box,,Lollypop,Soney,"2,224",,2280,2254,2224,18,20,,,,
Buttery Lollypop Rs.5 Jar,,Lollypop,Soney,"2,890",,,,2890,12,,,,,
Chulbulay Tuti Fruity Wafer Rs.5,,Wafers,Soney,"2,206",,2280,2280,2206,18,0,,,,
Rock N Roll Stb & Choc Wafer Box Rs. 5,,Wafers,Soney,"2,770",,3000,2880,2770,12,0,,,,
Lovely Heart Jelly Jar Rs.5 (60-Pcs),,Jelly,Soney,"2,950",,3120,3000,2950,12,0,,,,
Mix Fruit Cone Jelly Rs.5 (60-Pcs),,Jelly,Soney,"2,890",,3000,2950,2890,12,0,,,,
Cup Jelly Mix Fruit Jar Rs10,,Jelly,Soney,"2,890",,3000,2950,2890,12,0,,,,
Balisto Choc.Coated Bar Rs.5,,CEREAL RANGE,Soney,"3,430",,3520,3460,3430,18,0,,,,
ROYAL COCONUT COOKIES RS. 50/-,,Biscuit,Kims,"1,834",,1980,1900,"1,834",48,30,,,,
ROYAL SANDWICH CREAM BISCUIT RS. 50/-,,Biscuit,Kims,"1,834",,1980,1900,"1,834",48,0,,,,
MILKY WAY BISCUIT RS. 50/-,,Biscuit,Kims,"1,834",,1980,1900,"1,834",48,0,,,,
DANISH BUTTER COOKIES FP (RS.50/-),,Biscuit,Kims,"3,850",,,,"3,850",48,,,,,
TEA TIME FP (RS.50/-),,Biscuit,Kims,"3,850",,,,"3,850",48,,,,,
SUPERB MP RS. 40/-,,Biscuit,Kims,"3,120",,3180,3150,"3,120",12,20,,,,
CHOCOLATE CRUNCH MP RS. 40/-,,Biscuit,Kims,"3,120",,3180,3150,"3,120",12,0,,,,
CHEFF BISCUITS RS. 40/-,,Biscuit,Kims,"3,120",,3180,3150,"3,120",12,20,,,,
DANISH BUTTER COOKIES MP (RS.30/-),,Biscuit,Kims,"2,602",,,,"2,602",18,,,,,
LEMON CRUNCH MP RS.30/-,,Biscuit,Kims,"2,602",,,,"2,602",18,,,,,
LEMON CRUNCH MP RS.20/-,,,Kims,"2,296",,,,"2,296",18,,,,,
SUPERB MP (RS.20/-),,,Kims,"2,782",,,,"2,782",18,,,,,
ZEERA KHASTA COOKIES MP (RS.20/-),,,Kims,"1,666",,,,"1,666",18,,,,,
DREAM COOKIES MP (RS.20/-),,,Kims,"1,666",,,,"1,666",18,,,,,
RIGHT MP (RS.10/-),,,Kims,"2,296",,,,"2,296",18,,,,,
ROYAL ( CHOCOLATE SANDWICH ) MP (RS.10/-),,,Kims,"2,296",,,,"2,296",18,,,,,
DANISH BUTTER COOKIES MP (RS.10/-),,,Kims,"2,296",,,,"2,296",18,,,,,
LEMON SANDWICH Snack Pack (RS.5/-),,,Kims,"2,260",,,,"2,260",,,,,,
CHOCODIP BISCUITS SNACK PACK RS 5,,,Kims,"1,738",,,,"1,738",,,,,,
PEANUT PISTA Snack Pack (RS.5/-),,,Kims,"2,260",,,,"2,260",,,,,,
ROYAL CHOCOLATE T/P RS. 5/- (30 PIECES),,,Kims,"2,260",,,,"2,260",,,,,,
YUMISH Snack Pack (RS.5/-),,,Kims,"2,260",,,,"2,260",,,,,,
SUPER POWER BISCUIT RS.5 (30-PACKS),,,Kims,"2,260",,,,"2,260",,,,,,
MILKY WAY ( LARGE BOX ) (RS.5/-),,,Kims,"1,738",,,,"1,738",,,,,,
FRUITO CONE JELLY RS.5/-,,Jelly,Kims,"2,890",,,,"2,890",,,,,,
FOREVER CANDY RS. 5/- (30 PIECES),,candy,Kims,"1,900",,,,"1,900",,,,,,
JOY LIP CANDY (BERRIES) RS. 5/-,,candy,Kims,"1,900",,,,"1,900",,,,,,
KULFA CANDY RS. 5/- (30 PIECES),,candy,Kims,"1,900",,,,"1,900",,,,,,
JOY LIP CANDY (BERRIES) JAR RS. 5/-,,candy,Kims,"2,110",,,,"2,110",,,,,,
COFFEE BLEND CANDY RS. 5/- JAR (50 PIECES),,candy,Kims,"2,110",,,,"2,110",,,,,,
ECLAIRS TREAT TOFFEE RS. 5/- (50 PIECES),,Toffee,Kims,"2,230",,,,"2,230",,,,,,
MULTANI HALWA TOFFEE (RS.2/-),,Toffee,Kims,"2,770",,,,"2,770",,,,,,
KULFA TOFFO BOX (RS.1/-),,Toffee,Kims,"2,260",,,,"2,260",,,,,,
SPINNEK MILK CANDY CANDY BOX RS.2/-,,candy,Kims,"2,554",,,,"2,554",,,,,,
FOREVER CANDY RS. 2/-,,candy,Kims,"2,554",,,,"2,554",,,,,,
FOREVER CANDY POUCH RS.1/- (70 PIECES),,candy,Kims,1910,,,,"1,910",,,,,,
SURPRISE CANDY BOX (RS.1/-),,candy,Kims,1910,,,,"1,910",,,,,,
AAM MAZA BOX (RS.1/-),,candy,Kims,2986,,,,"2,986",,,,,,
FOREVER BOX (RS.1/-),,candy,Kims,2986,,,,"2,986",,,,,,
COLA CANDY BOX (RS.1/-),,candy,Kims,2986,,,,"2,986",,,,,,
